item_id,features
2600,"Vampire: The Masquerade - Bloodlines, Troika Games, 2004"
8400,"Geometry Wars: Retro Evolved, Bizarre Creations, 2007"
320,"Half-Life 2: Deathmatch, Valve, 2004"
12140,"Max Payne, Remedy Entertainment, 2001"
15390,"Brothers in Arms: Hell's Highway™, Gearbox Software, 2008"
19900,"Far Cry® 2: Fortune's Edition, Ubisoft Montreal, 2008"
17410,"Mirror's Edge™, DICE, 2009"
6000,"STAR WARS™ Republic Commando™, LucasArts, 2005"
6060,"Star Wars: Battlefront 2 (Classic, 2005), Pandemic Studios, 2005"
3700,"Sniper Elite, Rebellion, 2005"
36000,"Foreign Legion: Buckets of Blood, Sakari Indie, 2009"
21690,"Resident Evil™ 5/ Biohazard 5®, Capcom, 2009"
45700,"Devil May Cry 4, Capcom, 2008"
42120,"Lead and Gold: Gangs of the Wild West, Fatshark, 2010"
28000,"Kane &amp; Lynch 2: Dog Days, IO Interactive, 2010"
22600,"Worms Reloaded, Team17 Digital Ltd, 2010"
2450,"Bloody Good Time, Outerlight Ltd., 2010"
39670,"Chaser, Cauldron, 2003"
31290,"Back to the Future: The Game, Telltale Games, 2010"
18020,"Precipice of Darkness, Episode Two, Hothead Games, 2008"
21100,"F.E.A.R. 3, Day 1 Studios, 2011"
2500,"Shadowgrounds, Frozenbyte, 2006"
91700,"E.Y.E: Divine Cybermancy, Streum On Studio, 2011"
16450,"F.E.A.R. 2: Project Origin, Monolith, 2009"
94590,"Puzzle Agent 2, Telltale Games, 2011"
22370,"Fallout 3: Game of the Year Edition, Bethesda Game Studios, 2009"
91200,"Anomaly: Warzone Earth, 11 bit studios, 2011"
93200,"Revenge of the Titans, Puppygames, 2011"
102500,"Kingdoms of Amalur: Reckoning™, Big Huge Games,38 Studios, 2012"
102600,"Orcs Must Die!, Robot Entertainment, 2011"
6120,"Shank, Klei Entertainment, 2010"
94200,"Jamestown, Final Form Games, 2011"
67370,"The Darkness II, Digital Extremes, 2012"
203750,"Binary Domain, Devil's Details, 2012"
202750,"Alan Wake's American Nightmare, Remedy Entertainment, 2012"
212630,"Tom Clancy's Ghost Recon: Future Soldier™, Ubisoft Paris,Red Storm Entertainment, 2012"
55150,"Warhammer 40,000: Space Marine, Relic, 2011"
17300,"Crysis, Crytek, 2007"
208580,"STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™, Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update), 2005"
214250,"I Am Alive, Ubisoft  Shanghaï, 2012"
202970,"Call of Duty®: Black Ops II, Treyarch, 2012"
211400,"Deadlight, Tequila Works, S.L., 2012"
224540,"Ace of Spades: Battle Builder, Jagex Limited, 2012"
51100,"Tactical Intervention, FIX Korea, Co.LTD,FIX Games, Co. LTD, 2013"
99900,"Spiral Knights, Grey Havens, 2011"
113400,"APB Reloaded, Reloaded Productions, 2011"
208090,"Loadout, Edge of Reality, 2014"
209870,"Blacklight: Retribution, Hardsuit Labs, 2012"
242720,"GunZ 2: The Second Duel, Masangsoft, Inc., 2014"
224260,"No More Room in Hell, No More Room in Hell Team, 2011"
257730,"Infinity Wars: Animated Trading Card Game, Lightmare Studios, 2014"
224580,"Arma II: DayZ Mod, Bohemia Interactive, 2013"
227100,"Sniper Elite: Nazi Zombie Army, Rebellion, 2013"
221040,"Resident Evil 6 / Biohazard 6, Capcom, 2013"
230050,"DLC Quest, Going Loud Studios, 2013"
222480,"Resident Evil Revelations / Biohazard Revelations, Capcom, 2013"
234190,"Receiver, Wolfire Games, 2013"
65930,"The Bureau: XCOM Declassified, 2K Marin, 2013"
238210,"System Shock 2, Irrational Games,Looking Glass Studios, 1999"
237110,"Mortal Kombat Komplete Edition, NetherRealm Studios,High Voltage Software, 2013"
7760,"X-COM: UFO Defense, MicroProse Software, Inc, 1993"
218820,"Mercenary Kings, Tribute Games Inc., 2014"
207140,"SpeedRunners, DoubleDutch Games, 2016"
245280,"ENSLAVED™: Odyssey to the West™ Premium Edition, Ninja Theory, 2013"
250180,"METAL SLUG 3, SNK CORPORATION,DotEmu, 2014"
251130,"Chroma Squad, Behold Studios, 2015"
251470,"TowerFall Ascension, Matt Thorson, 2014"
252950,"Rocket League®, Psyonix, Inc., 2015"
249130,"LEGO® Marvel™ Super Heroes, Traveller's Tales, 2013"
247660,"Deadly Premonition: The Director's Cut, Rising Star Games, 2013"
261110,"Killer is Dead - Nightmare Edition, KADOKAWA GAMES / GRASSHOPPER MANUFACTURE, 2014"
261180,"Lethal League, Team Reptile, 2014"
246580,"The Typing of The Dead: Overkill, Modern Dream, 2013"
242700,"Injustice: Gods Among Us Ultimate Edition, NetherRealm Studios,High Voltage Software, 2013"
261640,"Borderlands: The Pre-Sequel, 2K Australia,Gearbox Software,Aspyr (Mac and Linux), 2014"
265550,"Dead Rising 3 Apocalypse Edition, Capcom Game Studio Vancouver, 2014"
221100,"DayZ, Bohemia Interactive, 2013"
239840,"Dead State: Reanimated, DoubleBear Productions, 2014"
235460,"METAL GEAR RISING: REVENGEANCE, PlatinumGames, 2014"
274310,"Always Sometimes Monsters, Vagabond Dog, 2014"
275200,"Westerado: Double Barreled, Ostrich Banditos, 2015"
254700,"resident evil 4 / biohazard 4, Capcom, 2014"
285900,"Gang Beasts, Boneloaf, 2017"
20510,"S.T.A.L.K.E.R.: Clear Sky, GSC Game World, 2008"
298630,"The Escapists, Mouldy Toof Studios, 2015"
292120,"FINAL FANTASY® XIII, Square Enix, 2014"
108600,"Project Zomboid, The Indie Stone, 2013"
246110,"MASSIVE CHALICE, Double Fine Productions, 2015"
304930,"Unturned, Smartly Dressed Games, 2017"
307670,"Hard West, CreativeForge Games, 2015"
311340,"METAL GEAR SOLID V: GROUND ZEROES, Kojima Productions, 2014"
274290,"Gods Will Be Watching, Deconstructeam, 2014"
312990,"The Expendabros, Free Lives, 2014"
268420,"Aura Kingdom, X-Legend, 2014"
301970,"Screencheat, Samurai Punk, 2014"
10090,"Call of Duty: World at War, Treyarch, 2008"
239140,"Dying Light, Techland, 2015"
330830,"Tales from the Borderlands, Telltale Games, 2014"
249050,"Dungeon of the Endless™, AMPLITUDE Studios, 2014"
333980,"AKIBA'S TRIP: Undead ＆ Undressed, ACQUIRE Corp., 2015"
304240,"Resident Evil / biohazard HD REMASTER, CAPCOM Co., Ltd., 2015"
287290,"Resident Evil Revelations 2 / Biohazard Revelations 2, CAPCOM Co., Ltd., 2015"
350080,"Wolfenstein: The Old Blood, MachineGames, 2015"
235540,"Warhammer: End Times - Vermintide, Fatshark, 2015"
45770,"Dead Rising 2: Off the Record, Capcom Vancouver, 2011"
248610,"Door Kickers, KillHouse Games, 2014"
274270,"NOT A HERO, Roll7, 2015"
38400,"Fallout: A Post Nuclear Role Playing Game, Interplay Inc., 1997"
311210,"Call of Duty®: Black Ops III, Treyarch, 2015"
225540,"Just Cause™ 3, Avalanche Studios, 2015"
418340,"RWBY: Grimm Eclipse, Rooster Teeth Games, 2016"
205950,"Jet Set Radio, Blit Software, 2012"
13230,"Unreal Tournament 2004: Editor's Choice Edition, Epic Games, Inc., 2004"
15710,"Oddworld: Abe's Exoddus®, Oddworld Inhabitants, 1998"
17430,"Need for Speed Undercover, EA Black Box, 2008"
10680,"Aliens vs. Predator™, Rebellion, 2010"
47780,"Dead Space™ 2, Visceral Games, 2011"
49470,"Magic: The Gathering - Duels of the Planeswalkers 2012, Stainless Games Ltd, 2011"
111400,"Bunch of Heroes, NGD Studios, 2011"
209100,"Resident Evil: Operation Raccoon City, Slant Six Games, 2012"
57900,"Duke Nukem Forever, Gearbox Software, 2011"
211260,"They Bleed Pixels, Spooky Squid Games Inc., 2012"
201480,"Serious Sam: The Random Encounter, Vlambeer,Croteam, 2011"
204340,"Serious Sam 2, Croteam, 2005"
208200,"Doom 3: BFG Edition, id Software, 2012"
219640,"Chivalry: Medieval Warfare, Torn Banner Studios, 2012"
220440,"DmC: Devil May Cry, Ninja Theory, 2013"
109600,"Neverwinter, Cryptic Studios, 2013"
207230,"ArcheBlade™, CodeBrush Games, 2014"
223710,"Cry of Fear, Team Psykskallar, 2013"
262410,"World of Guns: Gun Disassembly, Noble Empire Corp., 2014"
233470,"Evoland, Shiro Games, 2013"
44350,"GRID 2, Codemasters Racing,Feral Interactive (Mac), 2013"
230310,"Akaneiro: Demon Hunters, Spicy Horse, 2014"
245170,"Skullgirls, Lab Zero Games, 2013"
242570,"Space Hulk, Full Control Studios, 2013"
238320,"Outlast, Red Barrels, 2013"
250110,"Assault Android Cactus, Witch Beam, 2015"
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade, Relic Entertainment, 2006"
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm, Relic Entertainment, 2008"
217920,"Alien Rage - Unlimited, CI Games, 2013"
234670,"NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD, CyberConnect2 Co. Ltd., 2013"
257750,"Bloody Trapland, 2Play, 2013"
262060,"Darkest Dungeon®, Red Hook Studios, 2016"
39210,"FINAL FANTASY XIV Online, Square Enix, 2014"
243800,"Gas Guzzlers Extreme, Gamepires, 2013"
265300,"Lords Of The Fallen™, CI Games,Deck 13, 2014"
269310,"Infectonator: Survivors, Toge Productions, 2016"
282440,"Quake Live™, id Software, 2010"
287700,"METAL GEAR SOLID V: THE PHANTOM PAIN, Konami Digital Entertainment, 2015"
274190,"Broforce, Free Lives, 2015"
290080,"Life is Feudal: Your Own, Bitbox Ltd., 2015"
298110,"Far Cry® 4, Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev, 2014"
301640,"Zombie Army Trilogy, Rebellion, 2015"
291480,"Warface, Crytek, 2014"
244630,"NEOTOKYO, STUDIO RADI-8, 2014"
227940,"Heroes &amp; Generals, Reto-Moto, 2016"
317620,"Space Hulk Ascension, Full Control Studios, 2014"
274170,"Hotline Miami 2: Wrong Number, Dennaton Games, 2015"
322910,"Warhammer 40,000: Regicide, Hammerfall Publishing, 2015"
209650,"Call of Duty®: Advanced Warfare - Gold Edition, Sledgehammer Games,Raven Software, 2014"
328070,"Reflex Arena, Turbo Pixel Studios, 2014"
268050,"The Evil Within, Tango Gameworks, 2014"
323470,"DRAGON BALL XENOVERSE, DIMPS, 2015"
242680,"Nuclear Throne, Vlambeer, 2015"
342200,"MechWarrior Online™, Piranha Games Inc., 2015"
314660,"Oddworld: New 'n' Tasty, Just Add Water (Developments), Ltd., 2015"
271590,"Grand Theft Auto V, Rockstar North, 2015"
307780,"Mortal Kombat X, NetherRealm Studios,High Voltage Software, 2015"
107410,"Arma 3, Bohemia Interactive, 2013"
339280,"Strife®, S2 Games, 2015"
306130,"The Elder Scrolls® Online: Tamriel Unlimited™, Zenimax Online Studios, 2014"
386360,"SMITE®, Hi-Rez Studios, 2015"
393420,"Hurtworld, Bankroll Studios, 2015"
299360,"Block N Load, Jagex,Artplant, 2015"
394510,"HELLDIVERS™, Arrowhead Game Studios, 2015"
236110,"Dungeon Defenders II, Trendy Entertainment, 2017"
373420,"Divinity: Original Sin - Enhanced Edition, Larian Studios, 2015"
359550,"Tom Clancy's Rainbow Six® Siege, Ubisoft Montreal, 2015"
48700,"Mount &amp; Blade: Warband, TaleWorlds Entertainment, 2010"
34830,"Sniper: Ghost Warrior, City Interactive, 2010"
4500,"S.T.A.L.K.E.R.: Shadow of Chernobyl, GSC Game World, 2007"
43000,"Front Mission Evolved, Double Helix Games, 2010"
18700,"And Yet It Moves, Broken Rules, 2009"
26500,"Cogs, Lazy 8 Studios, 2009"
15120,"Tom Clancy's Rainbow Six® Vegas 2, Ubisoft Montreal, 2008"
95300,"Capsized, Alientrap, 2011"
107310,"Cthulhu Saves the World, Zeboyd Games, 2011"
33460,"From Dust, Ubisoft Montpellier, 2011"
61100,"Lucid, YeaBoing, 2011"
200910,"Before the Echo, Iridium Studios, 2011"
201570,"Really Big Sky, Boss Baddie, 2012"
99700,"NightSky, Nicalis, Inc., 2011"
26900,"Crayon Physics Deluxe, Kloonigames, 2009"
45000,"Sol Survivor, Cadenza Interactive, 2010"
203630,"Warlock - Master of the Arcane, Ino-Co Plus, 2012"
207400,"eXceed 3rd - Jade Penetrate Black Package, Tennen-sozai, 2012"
221260,"Little Inferno, Tomorrow Corporation, 2012"
204630,"Retro City Rampage™ DX, Vblank Entertainment, Inc., 2014"
218410,"Defender's Quest: Valley of the Forgotten (DX edition), Level Up Labs, LLC, 2012"
218740,"Pid, Might and Delight, 2012"
223510,"Miasmata, IonFx, 2012"
219680,"Proteus, Ed Key and David Kanaga, 2013"
368730,"No Time To Explain Remastered, tinyBuild, 2015"
223810,"Ys I &amp; II Chronicles+, Nihon Falcom, 2013"
265630,"Fistful of Frags, Fistful of Frags Team, 2014"
1510,"Uplink, Introversion Software, 2006"
209060,"Drunken Robot Pornography, Dejobaan Games, LLC, 2014"
230700,"La-Mulana, NIGORO, 2013"
220200,"Kerbal Space Program, Squad, 2015"
225360,"DARK, Realmforge Studios, 2013"
244870,"Electronic Super Joy, Michael Todd Games, 2013"
225080,"Brothers - A Tale of Two Sons, Starbreeze Studios AB, 2013"
244730,"Divekick, Iron Galaxy Studios, LLC, 2013"
248650,"Draw a Stickman: EPIC, Hitcents, 2013"
248860,"NEO Scavenger, Blue Bottle Games, 2014"
225280,"Full Mojo Rampage, Over the Top Games, 2014"
249990,"FORCED: Slightly Better Edition, BetaDwarf, 2013"
252410,"SteamWorld Dig, Image &amp; Form, 2013"
253610,"Wrack, Final Boss Entertainment, 2014"
264200,"One Finger Death Punch, Silver Dollar Games, 2014"
266210,"One Way Heroics, Smoking WOLF, 2014"
275530,"Z, TickTock Games, 2014"
282900,"Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1, IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd., 2015"
290770,"The Fall, Over The Moon, 2014"
301520,"Robocraft, Freejam, 2017"
8600,"RACE 07, SimBin, 2007"
310080,"Hatoful Boyfriend, Mediatonic,Hato Moa,The Irregular Corporation, 2014"
363970,"Clicker Heroes, Playsaurus, 2015"
384360,"Fingered, Edmund McMillen,James Id, 2015"
409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist, Crows Crows Crows, 2015"
17390,"SPORE™, Maxis™, 2008"
24720,"SPORE™ Galactic Adventures, EA - Maxis, 2009"
97000,"Solar 2, Murudai, 2011"
207570,"English Country Tune, increpare games, 2011"
205870,"Auditorium, Cipher Prime Studios, 2012"
211600,"Thief™ Gold, Looking Glass Studios, 1998"
205910,"Tiny and Big: Grandpa's Leftovers, Black Pants Studio, 2012"
208140,"Endless Space® - Collection, AMPLITUDE Studios, 2012"
214970,"Intrusion 2, Aleksey Abramenko, 2012"
221810,"The Cave, Double Fine Productions, 2013"
204240,"The Bridge, Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild, 2013"
233150,"LUFTRAUSERS, Vlambeer, 2014"
242880,"Sir, You Are Being Hunted, Big Robot Ltd, 2013"
246700,"Strike Vector, Ragequit Corporation, 2014"
239070,"Hammerwatch, Crackshell, 2013"
239200,"Amnesia: A Machine for Pigs, The Chinese Room, 2013"
250760,"Shovel Knight: Treasure Trove, Yacht Club Games, 2014"
3390,"Feeding Frenzy 2 Deluxe, PopCap Games, Inc., 2006"
261760,"Lichdom: Battlemage, Xaviant, 2014"
274350,"Dropsy, Tendershoot,A Jolly Corpse, 2015"
290890,"You Must Build A Boat, EightyEightGames, 2015"
316010,"Magic Duels, Stainless Games Ltd., 2015"
265890,"Hexcells, Matthew Brown, 2014"
271900,"Hexcells Plus, Matthew Brown, 2014"
304410,"Hexcells Infinite, Matthew Brown, 2014"
304650,"SUNLESS SEA, Failbetter Games, 2015"
335300,"DARK SOULS™ II: Scholar of the First Sin, FromSoftware, Inc, 2015"
360740,"Downwell, Moppin, 2015"
243970,"Invisible, Inc., Klei Entertainment, 2015"
317820,"Guild of Dungeoneering, Gambrinous, 2015"
55040,"Atom Zombie Smasher, Blendo Games, 2011"
71340,"Sonic Generations Collection, Devil's Details, 2011"
203210,"Titan Attacks!, Puppygames, 2012"
214340,"Deponia, Daedalic Entertainment, 2012"
65300,"Dustforce DX, Hitbox Team, 2012"
209670,"Cortex Command, Data Realms, 2012"
200170,"Worms Revolution, Team17 Digital Ltd, 2012"
220740,"Chaos on Deponia, Daedalic Entertainment, 2012"
223830,"Xenonauts, Goldhawk Interactive, 2014"
1930,"Two Worlds Epic Edition, Reality Pump Studios, 2009"
102700,"A.V.A. Alliance of Valiant Arms™, Red Duck Inc., 2011"
200210,"Realm of the Mad God, Wild Shadow Studios, 2012"
212160,"Vindictus, Nexon, 2012"
216150,"MapleStory, Nexon, 2012"
228260,"Fallen Enchantress: Legendary Heroes, Stardock Entertainment, 2013"
219190,"Ultratron, Puppygames, 2013"
203650,"Sonic the Hedgehog 4 - Episode II, SEGA, 2012"
213610,"Sonic Adventure 2, SEGA, 2012"
205080,"BIT.TRIP FATE, Gaijin Games, 2013"
243950,"Divinity: Dragon Commander, Larian Studios, 2013"
237630,"DuckTales: Remastered, WayForward, 2013"
231040,"Beatbuddy: Tale of the Guardians, Threaks, 2013"
248310,"Freedom Planet, GalaxyTrail, 2014"
249650,"Blackguards, Daedalic Entertainment, 2014"
226720,"LOST PLANET® 3, Spark Unlimited, 2013"
237740,"Angry Video Game Nerd Adventures, FreakZone Games, 2013"
252350,"Double Dragon: Neon, WayForward,Abstraction Games, 2014"
253980,"Enclave, Starbreeze, 2003"
257120,"Not The Robots, 2DArray, 2013"
266150,"Lost Saga NA, IO Entertainment, 2013"
270450,"Robot Roller-Derby Disco Dodgeball, Erik Asmussen, 2015"
257970,"Loren The Amazon Princess, Winter Wolves, 2014"
278360,"A Story About My Uncle, Gone North Games, 2014"
283230,"Spoiler Alert, MEGAFUZZ, 2014"
283680,"Astebreed: Definitive Edition, Edelweiss, 2014"
286360,"Shadows on the Vatican Act I: Greed, 10th Art Studio,Adventure Productions, 2014"
295490,"Schrödinger’s Cat And The Raiders Of The Lost Quark, Italic Pig, 2014"
298600,"Lovely Planet, QUICKTEQUILA, 2014"
299260,"Commando Jack, Colossal Games, 2014"
239120,"FINAL FANTASY III, Square Enix, 2014"
292140,"FINAL FANTASY® XIII-2, Square Enix, 2014"
307070,"Memories of a Vagabond, DarkElite, 2014"
232430,"Gone Home, Fullbright, 2013"
269210,"Hero Siege, Elias Viglione,Jussi Kukkonen, 2014"
255070,"Abyss Odyssey, ACE Team, 2014"
214830,"Half Minute Hero: Super Mega Neo Climax Ultimate Boy, Opus, 2012"
240970,"Half Minute Hero: The Second Coming, Opus, 2014"
319910,"Trine 3: The Artifacts of Power, Frozenbyte, 2015"
322110,"20XX, Batterystaple Games,Fire Hose Games, 2017"
305050,"Outland, Housemarque, 2014"
258970,"Gauntlet™ Slayer Edition, Arrowhead Game Studios, 2014"
328060,"Tales Runner, Rhaon Entertainment, 2015"
329490,"Phantom Breaker: Battle Grounds, MAGES. Inc., 2015"
335670,"LISA, Dingaling, 2014"
341530,"Stardust Vanguards, Zanrai Interactive, 2015"
349580,"Burstfire, Nacho Games, 2015"
365670,"Blender, Blender Foundation, 2015"
351710,"Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2, Idea Factory,Compile Heart,Felistella, 2015"
383980,"Rivals of Aether, Dan Fornace, 2017"
291550,"Brawlhalla, Blue Mammoth Games, 2017"
397500,"Labyronia RPG 2, Labyrinthine, 2015"
329440,"Sonic Lost World, Sonic Team, 2015"
15750,"Oddworld: Stranger's Wrath HD, Oddworld Inhabitants, 2010"
33900,"Arma 2, Bohemia Interactive, 2009"
243470,"Watch_Dogs™, Ubisoft, 2014"
209160,"Call of Duty®: Ghosts, Infinity Ward, 2014"
273110,"Counter-Strike Nexon: Zombies, Nexon, 2014"
270370,"Lambda Wars Beta, Vortal Storm, 2014"
302830,"BLOCKADE 3D, Shumkov Dmitriy, 2014"
304050,"Trove, Trion Worlds, 2015"
310370,"The Way of Life Free Edition, Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita, 2016"
332800,"Five Nights at Freddy's 2, Scott Cawthon, 2014"
335330,"Brick-Force, Exe Games Inc., 2012"
355180,"Codename CURE, Hoobalugalar_X, 2017"
356670,"Spooky's Jump Scare Mansion, Lag Studios, 2015"
381990,"Dragon Saga, Gravity Interactive, 2010"
385770,"Time Clickers, Proton Studio Inc, 2015"
402840,"Crusaders of the Lost Idols, Codename Entertainment Inc., 2015"
61310,"Fractal: Make Blooms Not War, Cipher Prime Studios, 2011"
209790,"Splice, Cipher Prime Studios, 2012"
227580,"10,000,000, EightyEightGames, 2013"
94400,"Nidhogg, Messhof, 2014"
207750,"Symphony, Empty Clip Studios, 2012"
266130,"Breach &amp; Clear, Mighty Rabbit Studios,Gun., 2014"
287980,"Mini Metro, Dinosaur Polo Club, 2015"
303210,"The Beginner's Guide, Everything Unlimited Ltd., 2015"
280740,"Aperture Tag: The Paint Gun Testing Initiative, Aperture Tag Team, 2014"
65980,"Sid Meier's Civilization®: Beyond Earth™, Firaxis Games,Aspyr (Mac, Linux), 2014"
346180,"David., Fermenter Games, 2014"
375820,"Human Resource Machine, Tomorrow Corporation, 2015"
233980,"UnEpic, @unepic_fran, 2014"
231310,"MirrorMoon EP, Santa Ragione, 2013"
207490,"Rayman® Origins, UBIart Montpellier,Feral Interactive (Mac), 2012"
208480,"Assassin’s Creed® III, Ubisoft Montreal, 2012"
11020,"TrackMania Nations Forever, Nadeo, 2008"
11610,"Dragon Nest, Eyedentity Games Inc., 2012"
17080,"Tribes: Ascend, Hi-Rez Studios, 2012"
317360,"Double Action: Boogaloo, Double Action Factory, 2014"
389570,"Mitos.is: The Game, Freakinware Studios, 2015"
391460,"WARMODE, WARTEAM, 2015"
113420,"Fallen Earth Free2Play, Reloaded Productions, 2011"
203290,"America's Army: Proving Grounds, U.S. Army, 2015"
212800,"Super Crate Box, Vlambeer, 2010"
218130,"Dungeonland, Critical Studio, 2013"
214420,"Gear Up, Doctor Entertainment AB, 2015"
248570,"Toribash, Nabi Studios, 2006"
250600,"The Plan, Krillbite Studio, 2013"
286100,"You Have to Win the Game, Minor Key Games, 2012"
206500,"AirMech Strike, Carbon Games, 2012"
263540,"Villagers and Heroes, Mad Otter Games, 2014"
257710,"Max Gentlemen, The Men Who Wear Many Hats, 2014"
260410,"Get Off My Lawn!, Digital Leisure Inc., 2014"
266430,"Anarchy Arcade, Elijah Newman-Gomez, 2014"
285580,"ACE - Arena: Cyber Evolution, Spearhead Games, 2014"
293540,"Guns and Robots, Masthead Studios Ltd, 2014"
295550,"Royal Quest, Katauri, 2014"
298240,"Red Crucible®: Firestorm, Rocketeer Games Studio, LLC, 2015"
224600,"Defiance, Trion Worlds, Inc., 2014"
302380,"Floating Point, Suspicious Developments, 2014"
270570,"Reversion - The Escape (1st Chapter), 3f Interactive, 2012"
315430,"Polarity, Bluebutton Games, 2014"
317410,"Color Symphony, REMIMORY, 2014"
317470,"Cubic Castles, Cosmic Cow LLC, 2014"
293500,"Amazing World™, Ganz, 2014"
312150,"Wild Warfare, Hyper Hippo Games, 2014"
17570,"Pirates, Vikings, and Knights II, Octoshark Studios, 2010"
336670,"HIT, Shifty Chair Games, 2015"
338540,"Navy Field 2 : Conqueror of the Ocean, SDEnterNet, 2015"
339120,"Fork Parker's Holiday Profit Hike, Dodge Roll, 2014"
340810,"Deepworld, Bytebin, 2015"
341720,"Among Ripples, Eat Create Sleep, 2015"
342980,"Destination Sol, MovingBlocks, 2015"
316390,"sZone-Online, Cybertime System, 2015"
345650,"Without Within, InvertMouse, 2015"
346120,"Boring Man - Online Tactical Stickman Combat, Spasman Games, 2014"
351790,"Invisible Apartment, Milan Kazarka,Jeroen van Oosten, 2015"
351800,"Dev Guy, Daniel Jonathan Bourke, 2015"
353360,"how do you Do It?, Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka, 2014"
351140,"Rustbucket Rumble, Reactor Zero, 2015"
355840,"Survarium, Vostok Games, 2015"
360870,"Ultimate Tic-Tac-Toe, Tigerish Games, 2015"
372800,"RPG MO, Marxnet, 2015"
380840,"Teeworlds, Teeworlds Team, 2007"
382490,"Relic Hunters Zero, Rogue Snail, 2015"
387860,"the static speaks my name, the whale husband, 2015"
391270,"Fingerbones, David Szymanski, 2014"
417860,"Emily is Away, Kyle Seeley, 2015"
60,"Ricochet, Valve, 2000"
7520,"Two Worlds II HD, Reality Pump Studios, 2011"
11450,"Overlord™, Triumph Studios,Virtual Programming, 2007"
13210,"Unreal Tournament 3 Black, Epic Games, Inc., 2007"
13520,"Far Cry®, Crytek Studios, 2004"
10150,"Prototype™, Radical Entertainment, 2009"
22320,"The Elder Scrolls III: Morrowind® Game of the Year Edition, Bethesda Game Studios, 2002"
20500,"Red Faction Guerrilla Steam Edition, Volition,Reactor Zero,THQ Nordic, 2009"
38700,"Toki Tori, Two Tribes, 2010"
32500,"STAR WARS™: The Force Unleashed™ II, Aspyr Studios, 2010"
94000,"Dinner Date, Stout Games, 2011"
48720,"Mount &amp; Blade: With Fire &amp; Sword, TaleWorlds Entertainment, 2011"
41060,"Serious Sam Classic: The Second Encounter, Croteam, 2002"
25000,"Overgrowth, Wolfire Games, 2017"
10220,"Postal III, Trashmasters, 2011"
207690,"Botanicula, Amanita Design, 2012"
115320,"Prototype 2, Radical Entertainment, 2012"
209080,"Guns of Icarus Online, Muse Games, 2012"
215280,"Secret World Legends, Funcom, 2017"
215470,"Primal Carnage, Lukewarm Media, 2012"
214510,"LEGO The Lord of the Rings, Traveller's Tales, 2012"
227200,"Waking Mars, Tiger Style, 2012"
227860,"Castle Story, Sauropod Studio, 2017"
226740,"Monster Loves You!, Radial Games Corp,Dejobaan Games, LLC, 2013"
242860,"Verdun, M2H,Blackmill Games, 2015"
236370,"Interstellar Marines, Zero Point Software, 2013"
244710,"Shelter, Might and Delight, 2013"
229580,"Dream, HyperSloth, 2015"
235600,"Tom Clancy’s Splinter Cell Blacklist, Ubisoft Toronto, 2013"
250340,"Blockland, Eric Hartman,Ben Garney,Anthony Rotondo, 2007"
250380,"Knock-knock, Ice-Pick Lodge, 2013"
250620,"Among the Sleep - Enhanced Edition, Krillbite Studio, 2017"
251170,"Damned, 9heads Game Studios, 2014"
252250,"Maia, Simon Roth, 2013"
253250,"Stonehearth, Radiant Entertainment, 2015"
224460,"Contrast, Compulsion Games, 2013"
214950,"Total War™: ROME II - Emperor Edition, Creative Assembly, 2013"
249870,"Scribblenauts Unmasked: A DC Comics Adventure, 5th Cell Media, 2013"
265810,"The Sandbox, PIXOWL INC., 2015"
269030,"The Yawhg, Damian Sommer,Emily Carroll, 2013"
200010,"Quantum Conundrum, Airtight Games, 2012"
247730,"Nether: Resurrected, Phosphor Games Studio, 2014"
237870,"Planet Explorers, Pathea Games, 2016"
274920,"FaceRig, Holotech Studios, 2015"
274940,"Depth, Digital Confectioners, 2014"
275100,"Shelter 2, Might and Delight, 2015"
277930,"TUG, Nerd Kingdom Inc., 2014"
288040,"Actual Sunlight, WZOGI, 2014"
298260,"Only If, Creability, 2014"
65790,"ARMA: Cold War Assault, Bohemia Interactive, 2011"
304030,"ArcheAge, XLGAMES, 2015"
307290,"Velvet Sundown, Tribe Studios, 2014"
307880,"Savage Lands, Signal Studios,Smart Ghost, 2015"
313120,"Stranded Deep, Beam Team Games, 2015"
274900,"Murder Miners, JForce Games, 2014"
319510,"Five Nights at Freddy's, Scott Cawthon, 2014"
322920,"theHunter: Primal, Expansive Worlds,Avalanche Studios, 2015"
327890,"I am Bread, Bossa Studios, 2015"
